Nama Tempat Wisata,Alamat,Jenis Wisata,Deskripsi,Koordinat,Rating,Kota,Deskripsi Singkat
Candi Borobudur #5490,"Magelang, Jawa Tengah",Sejarah,Candi Buddha terbesar di dunia dengan relief yang menakjubkan.,"-7.6079, 110.2038",3.9,Magelang,Candi Buddha terbesar di dunia dengan relief yang menakjubkan....
Wakatobi #8348,Sulawesi Tenggara,Bahari,Taman nasional laut dengan keanekaragaman hayati bawah laut.,"-5.4680, 123.7500",3.6,Wakatobi,Taman nasional laut dengan keanekaragaman hayati bawah laut....
Candi Borobudur #4343,"Magelang, Jawa Tengah",Sejarah,Candi Buddha terbesar di dunia dengan relief yang menakjubkan.,"-7.6079, 110.2038",5.0,Magelang,Candi Buddha terbesar di dunia dengan relief yang menakjubkan....
Bukit Tinggi #8101,"Bukittinggi, Sumatera Barat",Alam,Kota dengan udara sejuk dan panorama alam yang indah.,"-0.3050, 100.3692",4.4,Bukittinggi,Kota dengan udara sejuk dan panorama alam yang indah....
Wakatobi #2728,Sulawesi Tenggara,Bahari,Taman nasional laut dengan keanekaragaman hayati bawah laut.,"-5.4680, 123.7500",3.5,Wakatobi,Taman nasional laut dengan keanekaragaman hayati bawah laut....
Pantai Kuta #602,"Jl. Pantai Kuta, Bali",Pantai,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar.,"-8.7178, 115.1686",3.7,Bali,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar....
Danau Toba #9847,"Parapat, Sumatera Utara",Danau,Danau vulkanik terbesar di Asia Tenggara.,"2.6806, 98.8756",4.1,Parapat,Danau vulkanik terbesar di Asia Tenggara....
Bromo #6989,"Probolinggo, Jawa Timur",Gunung,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler.,"-7.9425, 112.9530",4.4,Probolinggo,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler....
Labuan Bajo #645,"Flores, NTT",Bahari,Gerbang menuju Taman Nasional Komodo.,"-8.4962, 119.8870",4.6,Labuan Bajo,Gerbang menuju Taman Nasional Komodo....
Pulau Weh #1494,"Sabang, Aceh",Bahari,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving.,"5.8897, 95.3160",4.4,Sabang,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving....
Wakatobi #906,Sulawesi Tenggara,Bahari,Taman nasional laut dengan keanekaragaman hayati bawah laut.,"-5.4680, 123.7500",4.0,Wakatobi,Taman nasional laut dengan keanekaragaman hayati bawah laut....
Taman Sari #1258,"Jl. Tamanan, Yogyakarta",Sejarah,Kompleks pemandian kerajaan Yogyakarta yang eksotis.,"-7.8145, 110.3609",4.0,Yogyakarta,Kompleks pemandian kerajaan Yogyakarta yang eksotis....
Taman Sari #8434,"Jl. Tamanan, Yogyakarta",Sejarah,Kompleks pemandian kerajaan Yogyakarta yang eksotis.,"-7.8145, 110.3609",4.3,Yogyakarta,Kompleks pemandian kerajaan Yogyakarta yang eksotis....
Candi Borobudur #961,"Magelang, Jawa Tengah",Sejarah,Candi Buddha terbesar di dunia dengan relief yang menakjubkan.,"-7.6079, 110.2038",4.3,Magelang,Candi Buddha terbesar di dunia dengan relief yang menakjubkan....
Pantai Kuta #9415,"Jl. Pantai Kuta, Bali",Pantai,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar.,"-8.7178, 115.1686",4.9,Bali,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar....
Bukit Tinggi #2595,"Bukittinggi, Sumatera Barat",Alam,Kota dengan udara sejuk dan panorama alam yang indah.,"-0.3050, 100.3692",3.7,Bukittinggi,Kota dengan udara sejuk dan panorama alam yang indah....
Danau Toba #6009,"Parapat, Sumatera Utara",Danau,Danau vulkanik terbesar di Asia Tenggara.,"2.6806, 98.8756",4.2,Parapat,Danau vulkanik terbesar di Asia Tenggara....
Taman Sari #3798,"Jl. Tamanan, Yogyakarta",Sejarah,Kompleks pemandian kerajaan Yogyakarta yang eksotis.,"-7.8145, 110.3609",4.6,Yogyakarta,Kompleks pemandian kerajaan Yogyakarta yang eksotis....
Labuan Bajo #6486,"Flores, NTT",Bahari,Gerbang menuju Taman Nasional Komodo.,"-8.4962, 119.8870",3.5,Labuan Bajo,Gerbang menuju Taman Nasional Komodo....
Bukit Tinggi #7153,"Bukittinggi, Sumatera Barat",Alam,Kota dengan udara sejuk dan panorama alam yang indah.,"-0.3050, 100.3692",4.3,Bukittinggi,Kota dengan udara sejuk dan panorama alam yang indah....
Labuan Bajo #9239,"Flores, NTT",Bahari,Gerbang menuju Taman Nasional Komodo.,"-8.4962, 119.8870",4.5,Labuan Bajo,Gerbang menuju Taman Nasional Komodo....
Wakatobi #9059,Sulawesi Tenggara,Bahari,Taman nasional laut dengan keanekaragaman hayati bawah laut.,"-5.4680, 123.7500",4.4,Wakatobi,Taman nasional laut dengan keanekaragaman hayati bawah laut....
Wakatobi #7087,Sulawesi Tenggara,Bahari,Taman nasional laut dengan keanekaragaman hayati bawah laut.,"-5.4680, 123.7500",4.9,Wakatobi,Taman nasional laut dengan keanekaragaman hayati bawah laut....
Labuan Bajo #7173,"Flores, NTT",Bahari,Gerbang menuju Taman Nasional Komodo.,"-8.4962, 119.8870",4.1,Labuan Bajo,Gerbang menuju Taman Nasional Komodo....
Labuan Bajo #8343,"Flores, NTT",Bahari,Gerbang menuju Taman Nasional Komodo.,"-8.4962, 119.8870",3.6,Labuan Bajo,Gerbang menuju Taman Nasional Komodo....
Labuan Bajo #8662,"Flores, NTT",Bahari,Gerbang menuju Taman Nasional Komodo.,"-8.4962, 119.8870",3.5,Labuan Bajo,Gerbang menuju Taman Nasional Komodo....
Pulau Weh #435,"Sabang, Aceh",Bahari,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving.,"5.8897, 95.3160",5.0,Sabang,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving....
Labuan Bajo #6050,"Flores, NTT",Bahari,Gerbang menuju Taman Nasional Komodo.,"-8.4962, 119.8870",3.9,Labuan Bajo,Gerbang menuju Taman Nasional Komodo....
Bromo #2202,"Probolinggo, Jawa Timur",Gunung,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler.,"-7.9425, 112.9530",4.0,Probolinggo,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler....
Pantai Losari #6518,"Jl. Penghibur, Makassar",Pantai,Tempat favorit menikmati sunset di Makassar.,"-5.1477, 119.4121",4.8,Makassar,Tempat favorit menikmati sunset di Makassar....
Wakatobi #1022,Sulawesi Tenggara,Bahari,Taman nasional laut dengan keanekaragaman hayati bawah laut.,"-5.4680, 123.7500",4.4,Wakatobi,Taman nasional laut dengan keanekaragaman hayati bawah laut....
Labuan Bajo #4179,"Flores, NTT",Bahari,Gerbang menuju Taman Nasional Komodo.,"-8.4962, 119.8870",3.8,Labuan Bajo,Gerbang menuju Taman Nasional Komodo....
Taman Sari #1960,"Jl. Tamanan, Yogyakarta",Sejarah,Kompleks pemandian kerajaan Yogyakarta yang eksotis.,"-7.8145, 110.3609",3.6,Yogyakarta,Kompleks pemandian kerajaan Yogyakarta yang eksotis....
Bukit Tinggi #5300,"Bukittinggi, Sumatera Barat",Alam,Kota dengan udara sejuk dan panorama alam yang indah.,"-0.3050, 100.3692",4.3,Bukittinggi,Kota dengan udara sejuk dan panorama alam yang indah....
Labuan Bajo #4211,"Flores, NTT",Bahari,Gerbang menuju Taman Nasional Komodo.,"-8.4962, 119.8870",4.6,Labuan Bajo,Gerbang menuju Taman Nasional Komodo....
Taman Sari #752,"Jl. Tamanan, Yogyakarta",Sejarah,Kompleks pemandian kerajaan Yogyakarta yang eksotis.,"-7.8145, 110.3609",3.9,Yogyakarta,Kompleks pemandian kerajaan Yogyakarta yang eksotis....
Pantai Kuta #999,"Jl. Pantai Kuta, Bali",Pantai,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar.,"-8.7178, 115.1686",3.7,Bali,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar....
Bukit Tinggi #316,"Bukittinggi, Sumatera Barat",Alam,Kota dengan udara sejuk dan panorama alam yang indah.,"-0.3050, 100.3692",3.6,Bukittinggi,Kota dengan udara sejuk dan panorama alam yang indah....
Candi Borobudur #2119,"Magelang, Jawa Tengah",Sejarah,Candi Buddha terbesar di dunia dengan relief yang menakjubkan.,"-7.6079, 110.2038",3.6,Magelang,Candi Buddha terbesar di dunia dengan relief yang menakjubkan....
Taman Sari #7749,"Jl. Tamanan, Yogyakarta",Sejarah,Kompleks pemandian kerajaan Yogyakarta yang eksotis.,"-7.8145, 110.3609",4.1,Yogyakarta,Kompleks pemandian kerajaan Yogyakarta yang eksotis....
Labuan Bajo #6619,"Flores, NTT",Bahari,Gerbang menuju Taman Nasional Komodo.,"-8.4962, 119.8870",3.7,Labuan Bajo,Gerbang menuju Taman Nasional Komodo....
Pantai Losari #2984,"Jl. Penghibur, Makassar",Pantai,Tempat favorit menikmati sunset di Makassar.,"-5.1477, 119.4121",4.2,Makassar,Tempat favorit menikmati sunset di Makassar....
Bukit Tinggi #8134,"Bukittinggi, Sumatera Barat",Alam,Kota dengan udara sejuk dan panorama alam yang indah.,"-0.3050, 100.3692",4.1,Bukittinggi,Kota dengan udara sejuk dan panorama alam yang indah....
Wakatobi #8145,Sulawesi Tenggara,Bahari,Taman nasional laut dengan keanekaragaman hayati bawah laut.,"-5.4680, 123.7500",4.8,Wakatobi,Taman nasional laut dengan keanekaragaman hayati bawah laut....
Taman Sari #5556,"Jl. Tamanan, Yogyakarta",Sejarah,Kompleks pemandian kerajaan Yogyakarta yang eksotis.,"-7.8145, 110.3609",4.9,Yogyakarta,Kompleks pemandian kerajaan Yogyakarta yang eksotis....
Pulau Weh #3218,"Sabang, Aceh",Bahari,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving.,"5.8897, 95.3160",4.9,Sabang,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving....
Labuan Bajo #7865,"Flores, NTT",Bahari,Gerbang menuju Taman Nasional Komodo.,"-8.4962, 119.8870",4.2,Labuan Bajo,Gerbang menuju Taman Nasional Komodo....
Bukit Tinggi #4533,"Bukittinggi, Sumatera Barat",Alam,Kota dengan udara sejuk dan panorama alam yang indah.,"-0.3050, 100.3692",4.5,Bukittinggi,Kota dengan udara sejuk dan panorama alam yang indah....
Danau Toba #2241,"Parapat, Sumatera Utara",Danau,Danau vulkanik terbesar di Asia Tenggara.,"2.6806, 98.8756",4.5,Parapat,Danau vulkanik terbesar di Asia Tenggara....
Danau Toba #9472,"Parapat, Sumatera Utara",Danau,Danau vulkanik terbesar di Asia Tenggara.,"2.6806, 98.8756",4.7,Parapat,Danau vulkanik terbesar di Asia Tenggara....
Bromo #6634,"Probolinggo, Jawa Timur",Gunung,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler.,"-7.9425, 112.9530",4.6,Probolinggo,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler....
Pantai Kuta #8378,"Jl. Pantai Kuta, Bali",Pantai,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar.,"-8.7178, 115.1686",3.6,Bali,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar....
Pantai Kuta #7131,"Jl. Pantai Kuta, Bali",Pantai,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar.,"-8.7178, 115.1686",3.5,Bali,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar....
Labuan Bajo #8573,"Flores, NTT",Bahari,Gerbang menuju Taman Nasional Komodo.,"-8.4962, 119.8870",4.7,Labuan Bajo,Gerbang menuju Taman Nasional Komodo....
Labuan Bajo #3653,"Flores, NTT",Bahari,Gerbang menuju Taman Nasional Komodo.,"-8.4962, 119.8870",3.5,Labuan Bajo,Gerbang menuju Taman Nasional Komodo....
Pantai Losari #1171,"Jl. Penghibur, Makassar",Pantai,Tempat favorit menikmati sunset di Makassar.,"-5.1477, 119.4121",4.4,Makassar,Tempat favorit menikmati sunset di Makassar....
Taman Sari #5204,"Jl. Tamanan, Yogyakarta",Sejarah,Kompleks pemandian kerajaan Yogyakarta yang eksotis.,"-7.8145, 110.3609",4.0,Yogyakarta,Kompleks pemandian kerajaan Yogyakarta yang eksotis....
Wakatobi #3327,Sulawesi Tenggara,Bahari,Taman nasional laut dengan keanekaragaman hayati bawah laut.,"-5.4680, 123.7500",4.0,Wakatobi,Taman nasional laut dengan keanekaragaman hayati bawah laut....
Candi Borobudur #9775,"Magelang, Jawa Tengah",Sejarah,Candi Buddha terbesar di dunia dengan relief yang menakjubkan.,"-7.6079, 110.2038",4.5,Magelang,Candi Buddha terbesar di dunia dengan relief yang menakjubkan....
Candi Borobudur #7013,"Magelang, Jawa Tengah",Sejarah,Candi Buddha terbesar di dunia dengan relief yang menakjubkan.,"-7.6079, 110.2038",4.6,Magelang,Candi Buddha terbesar di dunia dengan relief yang menakjubkan....
Pantai Losari #378,"Jl. Penghibur, Makassar",Pantai,Tempat favorit menikmati sunset di Makassar.,"-5.1477, 119.4121",4.1,Makassar,Tempat favorit menikmati sunset di Makassar....
Candi Borobudur #6771,"Magelang, Jawa Tengah",Sejarah,Candi Buddha terbesar di dunia dengan relief yang menakjubkan.,"-7.6079, 110.2038",3.8,Magelang,Candi Buddha terbesar di dunia dengan relief yang menakjubkan....
Wakatobi #1246,Sulawesi Tenggara,Bahari,Taman nasional laut dengan keanekaragaman hayati bawah laut.,"-5.4680, 123.7500",4.0,Wakatobi,Taman nasional laut dengan keanekaragaman hayati bawah laut....
Candi Borobudur #3804,"Magelang, Jawa Tengah",Sejarah,Candi Buddha terbesar di dunia dengan relief yang menakjubkan.,"-7.6079, 110.2038",3.8,Magelang,Candi Buddha terbesar di dunia dengan relief yang menakjubkan....
Danau Toba #1180,"Parapat, Sumatera Utara",Danau,Danau vulkanik terbesar di Asia Tenggara.,"2.6806, 98.8756",4.3,Parapat,Danau vulkanik terbesar di Asia Tenggara....
Wakatobi #1421,Sulawesi Tenggara,Bahari,Taman nasional laut dengan keanekaragaman hayati bawah laut.,"-5.4680, 123.7500",4.0,Wakatobi,Taman nasional laut dengan keanekaragaman hayati bawah laut....
Taman Sari #9446,"Jl. Tamanan, Yogyakarta",Sejarah,Kompleks pemandian kerajaan Yogyakarta yang eksotis.,"-7.8145, 110.3609",4.6,Yogyakarta,Kompleks pemandian kerajaan Yogyakarta yang eksotis....
Bukit Tinggi #8858,"Bukittinggi, Sumatera Barat",Alam,Kota dengan udara sejuk dan panorama alam yang indah.,"-0.3050, 100.3692",4.9,Bukittinggi,Kota dengan udara sejuk dan panorama alam yang indah....
Pulau Weh #5185,"Sabang, Aceh",Bahari,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving.,"5.8897, 95.3160",3.8,Sabang,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving....
Danau Toba #8224,"Parapat, Sumatera Utara",Danau,Danau vulkanik terbesar di Asia Tenggara.,"2.6806, 98.8756",5.0,Parapat,Danau vulkanik terbesar di Asia Tenggara....
Bukit Tinggi #5761,"Bukittinggi, Sumatera Barat",Alam,Kota dengan udara sejuk dan panorama alam yang indah.,"-0.3050, 100.3692",3.7,Bukittinggi,Kota dengan udara sejuk dan panorama alam yang indah....
Taman Sari #5353,"Jl. Tamanan, Yogyakarta",Sejarah,Kompleks pemandian kerajaan Yogyakarta yang eksotis.,"-7.8145, 110.3609",4.0,Yogyakarta,Kompleks pemandian kerajaan Yogyakarta yang eksotis....
Candi Borobudur #7443,"Magelang, Jawa Tengah",Sejarah,Candi Buddha terbesar di dunia dengan relief yang menakjubkan.,"-7.6079, 110.2038",4.9,Magelang,Candi Buddha terbesar di dunia dengan relief yang menakjubkan....
Bromo #6100,"Probolinggo, Jawa Timur",Gunung,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler.,"-7.9425, 112.9530",4.3,Probolinggo,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler....
Candi Borobudur #6937,"Magelang, Jawa Tengah",Sejarah,Candi Buddha terbesar di dunia dengan relief yang menakjubkan.,"-7.6079, 110.2038",3.9,Magelang,Candi Buddha terbesar di dunia dengan relief yang menakjubkan....
Bukit Tinggi #328,"Bukittinggi, Sumatera Barat",Alam,Kota dengan udara sejuk dan panorama alam yang indah.,"-0.3050, 100.3692",4.8,Bukittinggi,Kota dengan udara sejuk dan panorama alam yang indah....
Pulau Weh #6615,"Sabang, Aceh",Bahari,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving.,"5.8897, 95.3160",5.0,Sabang,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving....
Taman Sari #2734,"Jl. Tamanan, Yogyakarta",Sejarah,Kompleks pemandian kerajaan Yogyakarta yang eksotis.,"-7.8145, 110.3609",4.6,Yogyakarta,Kompleks pemandian kerajaan Yogyakarta yang eksotis....
Danau Toba #5704,"Parapat, Sumatera Utara",Danau,Danau vulkanik terbesar di Asia Tenggara.,"2.6806, 98.8756",3.7,Parapat,Danau vulkanik terbesar di Asia Tenggara....
Bromo #4441,"Probolinggo, Jawa Timur",Gunung,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler.,"-7.9425, 112.9530",4.6,Probolinggo,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler....
Labuan Bajo #7418,"Flores, NTT",Bahari,Gerbang menuju Taman Nasional Komodo.,"-8.4962, 119.8870",3.6,Labuan Bajo,Gerbang menuju Taman Nasional Komodo....
Pantai Kuta #9405,"Jl. Pantai Kuta, Bali",Pantai,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar.,"-8.7178, 115.1686",3.6,Bali,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar....
Bromo #8104,"Probolinggo, Jawa Timur",Gunung,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler.,"-7.9425, 112.9530",4.7,Probolinggo,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler....
Pulau Weh #7579,"Sabang, Aceh",Bahari,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving.,"5.8897, 95.3160",4.3,Sabang,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving....
Labuan Bajo #5376,"Flores, NTT",Bahari,Gerbang menuju Taman Nasional Komodo.,"-8.4962, 119.8870",4.1,Labuan Bajo,Gerbang menuju Taman Nasional Komodo....
Pantai Losari #7653,"Jl. Penghibur, Makassar",Pantai,Tempat favorit menikmati sunset di Makassar.,"-5.1477, 119.4121",5.0,Makassar,Tempat favorit menikmati sunset di Makassar....
Pulau Weh #3223,"Sabang, Aceh",Bahari,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving.,"5.8897, 95.3160",4.1,Sabang,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving....
Bukit Tinggi #7716,"Bukittinggi, Sumatera Barat",Alam,Kota dengan udara sejuk dan panorama alam yang indah.,"-0.3050, 100.3692",4.6,Bukittinggi,Kota dengan udara sejuk dan panorama alam yang indah....
Bromo #8517,"Probolinggo, Jawa Timur",Gunung,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler.,"-7.9425, 112.9530",4.7,Probolinggo,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler....
Candi Borobudur #3388,"Magelang, Jawa Tengah",Sejarah,Candi Buddha terbesar di dunia dengan relief yang menakjubkan.,"-7.6079, 110.2038",4.8,Magelang,Candi Buddha terbesar di dunia dengan relief yang menakjubkan....
Pantai Losari #8548,"Jl. Penghibur, Makassar",Pantai,Tempat favorit menikmati sunset di Makassar.,"-5.1477, 119.4121",3.6,Makassar,Tempat favorit menikmati sunset di Makassar....
Danau Toba #1245,"Parapat, Sumatera Utara",Danau,Danau vulkanik terbesar di Asia Tenggara.,"2.6806, 98.8756",4.3,Parapat,Danau vulkanik terbesar di Asia Tenggara....
Bukit Tinggi #4082,"Bukittinggi, Sumatera Barat",Alam,Kota dengan udara sejuk dan panorama alam yang indah.,"-0.3050, 100.3692",4.4,Bukittinggi,Kota dengan udara sejuk dan panorama alam yang indah....
Pulau Weh #9613,"Sabang, Aceh",Bahari,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving.,"5.8897, 95.3160",4.5,Sabang,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving....
Taman Sari #6645,"Jl. Tamanan, Yogyakarta",Sejarah,Kompleks pemandian kerajaan Yogyakarta yang eksotis.,"-7.8145, 110.3609",4.0,Yogyakarta,Kompleks pemandian kerajaan Yogyakarta yang eksotis....
Pulau Weh #6522,"Sabang, Aceh",Bahari,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving.,"5.8897, 95.3160",3.6,Sabang,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving....
Wakatobi #5445,Sulawesi Tenggara,Bahari,Taman nasional laut dengan keanekaragaman hayati bawah laut.,"-5.4680, 123.7500",4.2,Wakatobi,Taman nasional laut dengan keanekaragaman hayati bawah laut....
Bromo #9291,"Probolinggo, Jawa Timur",Gunung,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler.,"-7.9425, 112.9530",3.9,Probolinggo,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler....
Taman Sari #8300,"Jl. Tamanan, Yogyakarta",Sejarah,Kompleks pemandian kerajaan Yogyakarta yang eksotis.,"-7.8145, 110.3609",4.8,Yogyakarta,Kompleks pemandian kerajaan Yogyakarta yang eksotis....
Taman Sari #6147,"Jl. Tamanan, Yogyakarta",Sejarah,Kompleks pemandian kerajaan Yogyakarta yang eksotis.,"-7.8145, 110.3609",3.8,Yogyakarta,Kompleks pemandian kerajaan Yogyakarta yang eksotis....
Taman Sari #7561,"Jl. Tamanan, Yogyakarta",Sejarah,Kompleks pemandian kerajaan Yogyakarta yang eksotis.,"-7.8145, 110.3609",4.4,Yogyakarta,Kompleks pemandian kerajaan Yogyakarta yang eksotis....
Taman Sari #1949,"Jl. Tamanan, Yogyakarta",Sejarah,Kompleks pemandian kerajaan Yogyakarta yang eksotis.,"-7.8145, 110.3609",4.2,Yogyakarta,Kompleks pemandian kerajaan Yogyakarta yang eksotis....
Danau Toba #1648,"Parapat, Sumatera Utara",Danau,Danau vulkanik terbesar di Asia Tenggara.,"2.6806, 98.8756",4.2,Parapat,Danau vulkanik terbesar di Asia Tenggara....
Pulau Weh #4360,"Sabang, Aceh",Bahari,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving.,"5.8897, 95.3160",4.7,Sabang,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving....
Pulau Weh #3089,"Sabang, Aceh",Bahari,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving.,"5.8897, 95.3160",4.7,Sabang,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving....
Pulau Weh #125,"Sabang, Aceh",Bahari,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving.,"5.8897, 95.3160",3.6,Sabang,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving....
Pulau Weh #330,"Sabang, Aceh",Bahari,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving.,"5.8897, 95.3160",4.2,Sabang,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving....
Pantai Losari #3815,"Jl. Penghibur, Makassar",Pantai,Tempat favorit menikmati sunset di Makassar.,"-5.1477, 119.4121",3.7,Makassar,Tempat favorit menikmati sunset di Makassar....
Taman Sari #1783,"Jl. Tamanan, Yogyakarta",Sejarah,Kompleks pemandian kerajaan Yogyakarta yang eksotis.,"-7.8145, 110.3609",4.4,Yogyakarta,Kompleks pemandian kerajaan Yogyakarta yang eksotis....
Pulau Weh #6715,"Sabang, Aceh",Bahari,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving.,"5.8897, 95.3160",4.5,Sabang,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving....
Pulau Weh #4148,"Sabang, Aceh",Bahari,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving.,"5.8897, 95.3160",4.5,Sabang,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving....
Bukit Tinggi #7824,"Bukittinggi, Sumatera Barat",Alam,Kota dengan udara sejuk dan panorama alam yang indah.,"-0.3050, 100.3692",4.9,Bukittinggi,Kota dengan udara sejuk dan panorama alam yang indah....
Labuan Bajo #9900,"Flores, NTT",Bahari,Gerbang menuju Taman Nasional Komodo.,"-8.4962, 119.8870",3.6,Labuan Bajo,Gerbang menuju Taman Nasional Komodo....
Bukit Tinggi #7371,"Bukittinggi, Sumatera Barat",Alam,Kota dengan udara sejuk dan panorama alam yang indah.,"-0.3050, 100.3692",3.7,Bukittinggi,Kota dengan udara sejuk dan panorama alam yang indah....
Wakatobi #8190,Sulawesi Tenggara,Bahari,Taman nasional laut dengan keanekaragaman hayati bawah laut.,"-5.4680, 123.7500",3.8,Wakatobi,Taman nasional laut dengan keanekaragaman hayati bawah laut....
Pantai Kuta #9883,"Jl. Pantai Kuta, Bali",Pantai,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar.,"-8.7178, 115.1686",4.1,Bali,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar....
Labuan Bajo #9046,"Flores, NTT",Bahari,Gerbang menuju Taman Nasional Komodo.,"-8.4962, 119.8870",4.4,Labuan Bajo,Gerbang menuju Taman Nasional Komodo....
Pulau Weh #311,"Sabang, Aceh",Bahari,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving.,"5.8897, 95.3160",4.5,Sabang,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving....
Bukit Tinggi #9496,"Bukittinggi, Sumatera Barat",Alam,Kota dengan udara sejuk dan panorama alam yang indah.,"-0.3050, 100.3692",4.3,Bukittinggi,Kota dengan udara sejuk dan panorama alam yang indah....
Wakatobi #7911,Sulawesi Tenggara,Bahari,Taman nasional laut dengan keanekaragaman hayati bawah laut.,"-5.4680, 123.7500",4.8,Wakatobi,Taman nasional laut dengan keanekaragaman hayati bawah laut....
Pantai Kuta #4632,"Jl. Pantai Kuta, Bali",Pantai,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar.,"-8.7178, 115.1686",4.1,Bali,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar....
Bukit Tinggi #3959,"Bukittinggi, Sumatera Barat",Alam,Kota dengan udara sejuk dan panorama alam yang indah.,"-0.3050, 100.3692",3.8,Bukittinggi,Kota dengan udara sejuk dan panorama alam yang indah....
Pantai Kuta #411,"Jl. Pantai Kuta, Bali",Pantai,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar.,"-8.7178, 115.1686",4.5,Bali,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar....
Bromo #8286,"Probolinggo, Jawa Timur",Gunung,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler.,"-7.9425, 112.9530",3.6,Probolinggo,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler....
Pantai Losari #3585,"Jl. Penghibur, Makassar",Pantai,Tempat favorit menikmati sunset di Makassar.,"-5.1477, 119.4121",4.5,Makassar,Tempat favorit menikmati sunset di Makassar....
Pantai Losari #4123,"Jl. Penghibur, Makassar",Pantai,Tempat favorit menikmati sunset di Makassar.,"-5.1477, 119.4121",3.8,Makassar,Tempat favorit menikmati sunset di Makassar....
Labuan Bajo #3686,"Flores, NTT",Bahari,Gerbang menuju Taman Nasional Komodo.,"-8.4962, 119.8870",4.3,Labuan Bajo,Gerbang menuju Taman Nasional Komodo....
